,Time_GFOC,Time_SWMA,GFOC_Magnetosonic mach number,SWMA_Magnetosonic mach number,Residual_Magnetosonic mach number
326879,2023-04-25 23:59:30,2023-04-25 23:59:30,5.683333333333334,5.85,-0.16666666666666607
349919,2023-05-03 23:59:30,2023-05-03 23:59:30,7.5,7.182352941176471,0.31764705882352917
364319,2023-05-08 23:59:30,2023-05-08 23:59:30,6.1,4.8,1.2999999999999998
370079,2023-05-10 23:59:30,2023-05-10 23:59:30,6.345,6.24,0.10499999999999954
387359,2023-05-16 23:59:30,2023-05-16 23:59:30,5.1,5.199999999999999,-0.09999999999999964
407519,2023-05-23 23:59:30,2023-05-23 23:59:30,7.16875,6.485416666666667,0.6833333333333336
413279,2023-05-25 23:59:30,2023-05-25 23:59:30,5.6,4.27258064516129,1.3274193548387094
